era,trigger,eta_r9_bin,pt_lo,pt_hi,eff_cms,err_hi_cms,err_lo_cms,status_pass_cms,status_fail_cms,eff_exp,err_hi_exp,err_lo_exp,status_pass_exp,status_fail_exp,bkg_syst,total_unc_hi,total_unc_lo
postBpix,unseed,EB_R9gt0p85,40.0,45.0,0.9999,0.0001,0.001,4,0,0.9999,0.0001,0.001,0,0,0.0,0.0001,0.001
postBpix,unseed,EB_R9gt0p85,45.0,50.0,0.9999,0.0001,0.001,0,0,0.9999,0.0001,0.001,0,0,0.0,0.0001,0.001
postBpix,unseed,EB_R9gt0p85,50.0,60.0,0.9998,0.0002,0.001,4,0,0.9999,0.0001,0.001,0,0,0.0,0.00019,0.001001
postBpix,unseed,EB_R9gt0p85,60.0,70.0,0.9995,0.0005,0.001,4,0,0.9995,0.0005,0.001,0,0,0.0,0.00048,0.001
postBpix,unseed,EB_R9gt0p85,70.0,90.0,0.9998,0.0002,0.001,4,0,0.9997,0.0003,0.001,0,0,0.0001,0.00022,0.001002
postBpix,unseed,EB_R9gt0p85,90.0,999999.0,0.9997,0.0003,0.001,4,0,0.9996,0.0004,0.001,4,0,0.0001,0.00035,0.001005
postBpix,unseed,EE_R9_0p90to0p93,0.0,21.0,0.9823,0.0105,0.0151,0,0,0.9817,0.0183,0.0218,0,0,0.0007,0.010541,0.015084
postBpix,unseed,EE_R9_0p90to0p93,21.0,25.0,0.9917,0.0026,0.0027,4,0,0.9894,0.0025,0.0025,4,0,0.0023,0.003485,0.003538
postBpix,unseed,EE_R9_0p90to0p93,25.0,28.0,0.9972,0.0028,0.0028,4,0,0.997,0.0012,0.0012,4,0,0.0002,0.00278,0.00278
postBpix,unseed,EE_R9_0p90to0p93,28.0,31.0,0.9986,0.0011,0.0013,4,0,0.9992,0.0008,0.001,4,4,0.0007,0.001274,0.001476
postBpix,unseed,EE_R9_0p90to0p93,31.0,35.0,0.9994,0.0006,0.001,0,0,0.9992,0.0008,0.001,0,0,0.0002,0.0006,0.001028
postBpix,unseed,EE_R9_0p90to0p93,35.0,40.0,0.9997,0.0003,0.001,0,0,0.9994,0.0006,0.001,0,0,0.0003,0.0003,0.001036
postBpix,unseed,EE_R9_0p90to0p93,40.0,45.0,0.9998,0.0002,0.001,0,0,0.9998,0.0002,0.001,4,0,0.0001,0.00016,0.001002
postBpix,unseed,EE_R9_0p90to0p93,45.0,50.0,0.9999,0.0001,0.001,0,0,0.9999,0.0001,0.001,0,0,0.0,0.00014,0.001
postBpix,unseed,EE_R9_0p90to0p93,50.0,60.0,0.9998,0.0002,0.001,0,0,0.9998,0.0002,0.001,0,0,0.0,0.0002,0.001001
postBpix,unseed,EE_R9_0p90to0p93,60.0,70.0,0.9994,0.0006,0.001,0,0,0.9995,0.0005,0.001,0,0,0.0001,0.00061,0.001003
postBpix,unseed,EE_R9_0p90to0p93,70.0,90.0,0.9995,0.0005,0.001,0,0,0.9995,0.0005,0.001,0,0,0.0,0.00048,0.001
postBpix,unseed,EE_R9_0p90to0p93,90.0,999999.0,0.9995,0.0005,0.001,0,0,0.9995,0.0005,0.001,0,0,0.0,0.00051,0.001
postBpix,unseed,EE_R9gt0p93,0.0,21.0,0.9877,0.0018,0.0018,4,0,0.9968,0.0017,0.0031,0,0,0.009,0.009206,0.009206
postBpix,unseed,EE_R9gt0p93,21.0,25.0,0.9948,0.001,0.001,4,0,0.9993,0.0007,0.001,0,0,0.0045,0.00462,0.00462
postBpix,unseed,EE_R9gt0p93,25.0,28.0,0.9977,0.001,0.001,4,0,0.9995,0.0005,0.001,4,0,0.0018,0.00205,0.00205
postBpix,unseed,EE_R9gt0p93,28.0,31.0,0.9992,0.0008,0.001,0,0,0.9987,0.001,0.001,0,0,0.0005,0.00077,0.001123
postBpix,unseed,EE_R9gt0p93,31.0,35.0,0.9993,0.0007,0.001,0,0,0.9993,0.0007,0.001,4,0,0.0,0.00068,0.001
postBpix,unseed,EE_R9gt0p93,35.0,40.0,0.9999,0.0001,0.001,0,0,0.9997,0.0003,0.001,4,0,0.0002,9e-05,0.001018
postBpix,unseed,EE_R9gt0p93,40.0,45.0,0.9999,0.0001,0.001,4,0,0.9999,0.0001,0.001,4,0,0.0,0.00013,0.001001
postBpix,unseed,EE_R9gt0p93,45.0,50.0,0.9998,0.0002,0.001,4,0,0.9998,0.0002,0.001,4,0,0.0,0.00016,0.001
postBpix,unseed,EE_R9gt0p93,50.0,60.0,0.9999,0.0001,0.001,0,0,0.9999,0.0001,0.001,4,0,0.0,0.0001,0.001
postBpix,unseed,EE_R9gt0p93,60.0,70.0,0.9998,0.0002,0.001,0,0,0.9998,0.0002,0.001,0,0,0.0,0.00025,0.001001
postBpix,unseed,EE_R9gt0p93,70.0,90.0,0.9998,0.0002,0.001,4,0,0.9997,0.0003,0.001,0,0,0.0001,0.00019,0.001003
postBpix,unseed,EE_R9gt0p93,90.0,999999.0,0.9999,0.0001,0.001,4,0,0.9999,0.0001,0.001,0,0,0.0,6e-05,0.001001
preBpix,seed,EB_R9_0p50to0p55,0.0,35.0,0.8618,0.007,0.006,0,0,0.8613,0.0045,0.0046,0,0,0.0006,0.007022,0.006055
preBpix,seed,EB_R9_0p50to0p55,35.0,37.0,0.9492,0.0053,0.0053,0,0,0.9459,0.004,0.0042,0,0,0.0033,0.00619,0.00619
preBpix,seed,EB_R9_0p50to0p55,37.0,40.0,0.9507,0.0029,0.0029,0,0,0.9507,0.0029,0.0029,0,0,0.0,0.00294,0.00293
preBpix,seed,EB_R9_0p50to0p55,40.0,45.0,0.9605,0.0021,0.0021,4,0,0.9604,0.0021,0.0022,4,4,0.0001,0.002092,0.002092
preBpix,seed,EB_R9_0p50to0p55,45.0,50.0,0.963,0.0029,0.0029,0,0,0.962,0.0034,0.0034,0,0,0.001,0.003011,0.003058
preBpix,seed,EB_R9_0p50to0p55,50.0,60.0,0.9644,0.0049,0.0046,0,0,0.9644,0.0048,0.0048,0,0,0.0,0.00485,0.00465
preBpix,seed,EB_R9_0p50to0p55,60.0,70.0,0.9815,0.0091,0.012,0,0,0.9801,0.0076,0.0101,0,0,0.0014,0.009163,0.012068
preBpix,seed,EB_R9_0p50to0p55,70.0,90.0,0.9944,0.0056,0.007,0,0,0.9945,0.0055,0.0076,4,0,0.0001,0.00555,0.007
preBpix,seed,EB_R9_0p50to0p55,90.0,999999.0,0.9274,0.0321,0.0321,0,0,0.9285,0.0589,0.0589,0,0,0.0011,0.032147,0.032147
preBpix,seed,EB_R9_0p55to0p85,0.0,35.0,0.8946,0.0034,0.0034,0,0,0.8883,0.0014,0.0014,0,0,0.0063,0.007135,0.007159
preBpix,seed,EB_R9_0p55to0p85,35.0,37.0,0.9592,0.001,0.0011,0,0,0.9592,0.001,0.0011,0,0,0.0,0.00104,0.00106
preBpix,seed,EB_R9_0p55to0p85,37.0,40.0,0.965,0.001,0.001,4,0,0.965,0.001,0.001,0,0,0.0,0.001,0.001
preBpix,seed,EB_R9_0p55to0p85,40.0,45.0,0.9696,0.001,0.001,0,0,0.9696,0.001,0.001,0,0,0.0,0.001,0.001
preBpix,seed,EB_R9_0p55to0p85,45.0,50.0,0.9704,0.001,0.001,0,0,0.9702,0.001,0.001,0,0,0.0002,0.00102,0.00102
preBpix,seed,EB_R9_0p55to0p85,50.0,60.0,0.9731,0.0057,0.0057,0,0,0.9734,0.001,0.001,4,0,0.0003,0.005688,0.005678
preBpix,seed,EB_R9_0p55to0p85,60.0,70.0,0.9754,0.0031,0.0046,0,0,0.974,0.0032,0.0028,0,0,0.0015,0.003418,0.004807
preBpix,seed,EB_R9_0p55to0p85,70.0,90.0,0.9846,0.0033,0.0034,0,0,0.9831,0.0035,0.0035,0,0,0.0015,0.003633,0.003705
preBpix,seed,EB_R9_0p55to0p85,90.0,999999.0,0.9902,0.0043,0.0039,0,0,0.9891,0.0026,0.003,0,0,0.0011,0.004422,0.004036
preBpix,seed,EB_R9gt0p85,0.0,35.0,0.894,0.0012,0.0012,4,0,0.8871,0.001,0.001,4,0,0.0069,0.006992,0.006994
preBpix,seed,EB_R9gt0p85,35.0,37.0,0.9365,0.001,0.001,4,0,0.9365,0.001,0.001,4,0,0.0,0.001,0.001
preBpix,seed,EB_R9gt0p85,37.0,40.0,0.9417,0.001,0.001,0,0,0.9417,0.001,0.001,0,4,0.0,0.001,0.001
