era,trigger,eta_r9_bin,pt_lo,pt_hi,eff_cms,err_cms,status_pass_cms,status_fail_cms,eff_exp,err_exp,status_pass_exp,status_fail_exp,bkg_syst,total_unc,plot_cms,plot_exp
preBpix,unseed,EB_R9_0p55to0p85,50.0,60.0,0.9717,0.0007,4,4,0.9727,0.0006,4,0,0.001,0.001221,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png
preBpix,unseed,EB_R9_0p55to0p85,60.0,70.0,0.9742,0.0036,4,4,0.9714,0.0007,0,0,0.0028,0.004561,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin09_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin09_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png
preBpix,unseed,EB_R9_0p55to0p85,70.0,90.0,0.9783,0.0016,0,0,0.9783,0.0014,0,0,0.0,0.0016,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin10_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin10_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png
preBpix,unseed,EB_R9_0p55to0p85,90.0,999999.0,0.9813,0.0031,0,0,0.9773,0.0032,0,0,0.004,0.005061,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_RooCMSShape/bin11_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9_0p55to0p85/sig_bwDscb_bkg_Exponential/bin11_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png
preBpix,unseed,EB_R9gt0p85,0.0,21.0,0.9047,0.0063,4,4,0.912,0.0029,4,4,0.0073,0.009643,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To21p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_0p00To1p48_ph_sc_et_0p00To21p00.png
preBpix,unseed,EB_R9gt0p85,21.0,25.0,0.9394,0.0026,4,4,0.9416,0.0014,4,0,0.0022,0.003406,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_21p00To25p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_0p00To1p48_ph_sc_et_21p00To25p00.png
preBpix,unseed,EB_R9gt0p85,25.0,28.0,0.9569,0.0038,0,0,0.9472,0.0013,4,0,0.0097,0.010418,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_25p00To28p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_0p00To1p48_ph_sc_et_25p00To28p00.png
preBpix,unseed,EB_R9gt0p85,28.0,31.0,0.9683,0.0015,0,0,0.956,0.0011,4,4,0.0123,0.012391,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_28p00To31p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_0p00To1p48_ph_sc_et_28p00To31p00.png
preBpix,unseed,EB_R9gt0p85,31.0,35.0,0.9653,0.0003,0,0,0.9655,0.0003,4,4,0.0002,0.000361,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_31p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_0p00To1p48_ph_sc_et_31p00To35p00.png
preBpix,unseed,EB_R9gt0p85,35.0,40.0,0.9731,0.0002,0,4,0.9731,0.0002,4,4,0.0,0.0002,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_0p00To1p48_ph_sc_et_35p00To40p00.png
preBpix,unseed,EB_R9gt0p85,40.0,45.0,0.9787,0.0001,0,4,0.9786,0.0001,4,4,0.0001,0.000141,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_0p00To1p48_ph_sc_et_40p00To45p00.png
preBpix,unseed,EB_R9gt0p85,45.0,50.0,0.9794,0.0001,0,0,0.9794,0.0001,4,0,0.0,0.0001,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_0p00To1p48_ph_sc_et_45p00To50p00.png
preBpix,unseed,EB_R9gt0p85,50.0,60.0,0.9782,0.0004,0,0,0.9782,0.0003,0,0,0.0,0.0004,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_0p00To1p48_ph_sc_et_50p00To60p00.png
preBpix,unseed,EB_R9gt0p85,60.0,70.0,0.9789,0.0026,0,0,0.9773,0.0007,0,0,0.0016,0.003053,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin09_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin09_ph_sc_abseta_0p00To1p48_ph_sc_et_60p00To70p00.png
preBpix,unseed,EB_R9gt0p85,70.0,90.0,0.9819,0.0006,4,4,0.9821,0.0032,0,0,0.0002,0.000632,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin10_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin10_ph_sc_abseta_0p00To1p48_ph_sc_et_70p00To90p00.png
preBpix,unseed,EB_R9gt0p85,90.0,999999.0,0.9839,0.0006,4,0,0.9845,0.0009,0,0,0.0006,0.000849,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_RooCMSShape/bin11_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EB_R9gt0p85/sig_bwDscb_bkg_Exponential/bin11_ph_sc_abseta_0p00To1p48_ph_sc_et_90p00To999999p00.png
preBpix,unseed,EE_R9_0p90to0p93,0.0,21.0,0.6875,0.0283,0,4,0.6855,0.0518,0,4,0.002,0.028371,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To21p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To21p00.png
preBpix,unseed,EE_R9_0p90to0p93,21.0,25.0,0.8181,0.0263,0,4,0.847,0.0299,0,4,0.0289,0.039076,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png
preBpix,unseed,EE_R9_0p90to0p93,25.0,28.0,0.9266,0.0195,4,0,0.8857,0.0053,4,4,0.0409,0.045311,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png
preBpix,unseed,EE_R9_0p90to0p93,28.0,31.0,0.9251,0.0139,0,0,0.913,0.003,4,0,0.0121,0.018429,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png
preBpix,unseed,EE_R9_0p90to0p93,31.0,35.0,0.9394,0.0057,0,0,0.9279,0.002,0,0,0.0115,0.012835,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png
preBpix,unseed,EE_R9_0p90to0p93,35.0,40.0,0.9463,0.0004,0,0,0.9463,0.0007,0,0,0.0,0.0004,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png
preBpix,unseed,EE_R9_0p90to0p93,40.0,45.0,0.9566,0.0011,0,0,0.9564,0.0011,4,0,0.0002,0.001118,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png
preBpix,unseed,EE_R9_0p90to0p93,45.0,50.0,0.9604,0.0008,0,0,0.9607,0.0013,0,0,0.0003,0.000854,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png
preBpix,unseed,EE_R9_0p90to0p93,50.0,60.0,0.9622,0.0081,0,4,0.9635,0.0002,0,4,0.0013,0.008204,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png
preBpix,unseed,EE_R9_0p90to0p93,60.0,70.0,0.9685,0.0041,0,0,0.9705,0.0045,0,0,0.002,0.004562,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png
preBpix,unseed,EE_R9_0p90to0p93,70.0,90.0,0.9792,0.006,4,0,0.9753,0.0089,0,0,0.0039,0.007156,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png
preBpix,unseed,EE_R9_0p90to0p93,90.0,999999.0,0.9739,0.0056,0,0,0.9734,0.0043,0,0,0.0005,0.005622,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_RooCMSShape/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9_0p90to0p93/sig_bwDscb_bkg_Exponential/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png
preBpix,unseed,EE_R9gt0p93,0.0,21.0,0.7077,0.0102,4,4,0.7257,0.0236,4,0,0.018,0.020689,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To21p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin00_ph_sc_abseta_1p57To2p50_ph_sc_et_0p00To21p00.png
preBpix,unseed,EE_R9gt0p93,21.0,25.0,0.8813,0.0061,4,4,0.9036,0.0103,4,0,0.0223,0.023119,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin01_ph_sc_abseta_1p57To2p50_ph_sc_et_21p00To25p00.png
preBpix,unseed,EE_R9gt0p93,25.0,28.0,0.9523,0.0016,4,0,0.9274,0.0026,4,0,0.0249,0.024951,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin02_ph_sc_abseta_1p57To2p50_ph_sc_et_25p00To28p00.png
preBpix,unseed,EE_R9gt0p93,28.0,31.0,0.9578,0.0023,0,4,0.9461,0.0018,4,4,0.0117,0.011924,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin03_ph_sc_abseta_1p57To2p50_ph_sc_et_28p00To31p00.png
preBpix,unseed,EE_R9gt0p93,31.0,35.0,0.9748,0.001,0,0,0.9623,0.0005,4,4,0.0125,0.01254,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin04_ph_sc_abseta_1p57To2p50_ph_sc_et_31p00To35p00.png
preBpix,unseed,EE_R9gt0p93,35.0,40.0,0.9753,0.0003,4,0,0.9749,0.0003,4,0,0.0004,0.0005,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin05_ph_sc_abseta_1p57To2p50_ph_sc_et_35p00To40p00.png
preBpix,unseed,EE_R9gt0p93,40.0,45.0,0.9826,0.0002,4,0,0.9823,0.0003,0,0,0.0003,0.000361,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin06_ph_sc_abseta_1p57To2p50_ph_sc_et_40p00To45p00.png
preBpix,unseed,EE_R9gt0p93,45.0,50.0,0.9852,0.0009,0,0,0.9851,0.0003,0,0,0.0001,0.000906,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin07_ph_sc_abseta_1p57To2p50_ph_sc_et_45p00To50p00.png
preBpix,unseed,EE_R9gt0p93,50.0,60.0,0.9878,0.0031,0,4,0.9877,0.0005,4,4,0.0001,0.003102,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin08_ph_sc_abseta_1p57To2p50_ph_sc_et_50p00To60p00.png
preBpix,unseed,EE_R9gt0p93,60.0,70.0,0.9912,0.0013,0,0,0.9914,0.0007,0,4,0.0002,0.001315,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin09_ph_sc_abseta_1p57To2p50_ph_sc_et_60p00To70p00.png
preBpix,unseed,EE_R9gt0p93,70.0,90.0,0.989,0.001,0,0,0.993,0.0016,0,0,0.004,0.004123,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin10_ph_sc_abseta_1p57To2p50_ph_sc_et_70p00To90p00.png
preBpix,unseed,EE_R9gt0p93,90.0,999999.0,0.995,0.0041,0,0,0.9926,0.0009,4,0,0.0024,0.004751,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_RooCMSShape/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png,https://github.com/santanumahata/HLT-diphoton-efficiency-2023-results/blob/main/fit_plots/preBPix/unseeded/EE_R9gt0p93/sig_bwDscb_bkg_Exponential/bin11_ph_sc_abseta_1p57To2p50_ph_sc_et_90p00To999999p00.png
