era,trigger,eta_r9_bin,pt_lo,pt_hi,eff_cms,err_hi_cms,err_lo_cms,status_pass_cms,status_fail_cms,eff_exp,err_hi_exp,err_lo_exp,status_pass_exp,status_fail_exp,bkg_syst,total_unc_hi,total_unc_lo
preBpix,unseed,EB_R9_0p55to0p85,0.0,21.0,0.839,0.0039,0.0044,4,4,0.8434,0.0051,0.0084,4,0,0.0044,0.00588,0.006223
preBpix,unseed,EB_R9_0p55to0p85,21.0,25.0,0.9274,0.0038,0.0057,4,4,0.9266,0.0018,0.0018,0,4,0.0008,0.003883,0.005756
preBpix,unseed,EB_R9_0p55to0p85,25.0,28.0,0.9574,0.0037,0.0034,4,0,0.9426,0.0014,0.0013,0,0,0.0148,0.015255,0.015186
preBpix,unseed,EB_R9_0p55to0p85,28.0,31.0,0.9674,0.0024,0.0024,0,4,0.9518,0.0007,0.0007,0,0,0.0156,0.015784,0.015784
preBpix,unseed,EB_R9_0p55to0p85,31.0,35.0,0.9607,0.0004,0.0015,0,0,0.9606,0.0004,0.0004,4,0,0.0001,0.000412,0.001503
preBpix,unseed,EB_R9_0p55to0p85,35.0,40.0,0.9699,0.0003,0.0003,4,0,0.9706,0.0003,0.0003,4,0,0.0007,0.000762,0.000762
preBpix,unseed,EB_R9_0p55to0p85,40.0,45.0,0.9764,0.0002,0.0002,4,4,0.9763,0.0002,0.0002,4,4,0.0001,0.000224,0.000224
preBpix,unseed,EB_R9_0p55to0p85,45.0,50.0,0.9768,0.0004,0.0004,0,4,0.9766,0.0003,0.0003,0,4,0.0002,0.000447,0.000447
preBpix,unseed,EB_R9_0p55to0p85,50.0,60.0,0.9717,0.0011,0.001,4,4,0.9727,0.0006,0.0005,4,0,0.001,0.001487,0.001414
preBpix,unseed,EB_R9_0p55to0p85,60.0,70.0,0.9742,0.0034,0.0034,4,4,0.9714,0.0003,0.0003,0,0,0.0028,0.004405,0.004405
preBpix,unseed,EB_R9_0p55to0p85,70.0,90.0,0.9783,0.0014,0.0014,0,0,0.9783,0.0014,0.0014,0,0,0.0,0.0014,0.0014
preBpix,unseed,EB_R9_0p55to0p85,90.0,999999.0,0.9813,0.0051,0.0035,0,0,0.9773,0.0019,0.0021,0,0,0.004,0.006482,0.005315
preBpix,unseed,EB_R9gt0p85,0.0,21.0,0.9047,0.0188,0.0052,4,4,0.912,0.0032,0.0037,4,4,0.0073,0.020168,0.008963
preBpix,unseed,EB_R9gt0p85,21.0,25.0,0.9394,0.0026,0.0026,4,4,0.9416,0.0019,0.0014,4,0,0.0022,0.003406,0.003406
preBpix,unseed,EB_R9gt0p85,25.0,28.0,0.9569,0.0038,0.0029,0,0,0.9472,0.0013,0.0014,4,0,0.0097,0.010418,0.010124
preBpix,unseed,EB_R9gt0p85,28.0,31.0,0.9683,0.0014,0.0014,0,0,0.956,0.0005,0.0011,4,4,0.0123,0.012379,0.012379
preBpix,unseed,EB_R9gt0p85,31.0,35.0,0.9653,0.0007,0.0007,0,0,0.9655,0.0003,0.0003,4,4,0.0002,0.000728,0.000728
preBpix,unseed,EB_R9gt0p85,35.0,40.0,0.9731,0.0002,0.0002,0,4,0.9731,0.0002,0.0002,4,4,0.0,0.0002,0.0002
preBpix,unseed,EB_R9gt0p85,40.0,45.0,0.9787,0.0001,0.0001,0,4,0.9786,0.0001,0.0001,4,4,0.0001,0.000141,0.000141
preBpix,unseed,EB_R9gt0p85,45.0,50.0,0.9794,0.0002,0.0002,0,0,0.9794,0.0002,0.0002,4,0,0.0,0.0002,0.0002
preBpix,unseed,EB_R9gt0p85,50.0,60.0,0.9782,0.0005,0.0009,0,0,0.9782,0.0003,0.0003,0,0,0.0,0.0005,0.0009
preBpix,unseed,EB_R9gt0p85,60.0,70.0,0.9789,0.0059,0.0026,0,0,0.9773,0.0005,0.0005,0,0,0.0016,0.006113,0.003053
preBpix,unseed,EB_R9gt0p85,70.0,90.0,0.9819,0.0005,0.0023,4,4,0.9821,0.0018,0.0022,0,0,0.0002,0.000539,0.002309
preBpix,unseed,EB_R9gt0p85,90.0,999999.0,0.9839,0.0006,0.0007,4,0,0.9845,0.0007,0.0007,0,0,0.0006,0.000849,0.000922
preBpix,unseed,EE_R9_0p90to0p93,0.0,21.0,0.6875,0.0113,0.0122,0,4,0.6855,0.0266,0.0443,0,4,0.002,0.011476,0.012363
preBpix,unseed,EE_R9_0p90to0p93,21.0,25.0,0.8181,0.0262,0.0131,0,4,0.847,0.0299,0.019,0,4,0.0289,0.039008,0.03173
preBpix,unseed,EE_R9_0p90to0p93,25.0,28.0,0.9266,0.008,0.0195,4,0,0.8857,0.0087,0.005,4,4,0.0409,0.041675,0.045311
preBpix,unseed,EE_R9_0p90to0p93,28.0,31.0,0.9251,0.0082,0.0088,0,0,0.913,0.003,0.003,4,0,0.0121,0.014617,0.014962
preBpix,unseed,EE_R9_0p90to0p93,31.0,35.0,0.9394,0.0059,0.0064,0,0,0.9279,0.0019,0.002,0,0,0.0115,0.012925,0.013161
preBpix,unseed,EE_R9_0p90to0p93,35.0,40.0,0.9463,0.0012,0.0013,0,0,0.9463,0.0013,0.0013,0,0,0.0,0.0012,0.0013
preBpix,unseed,EE_R9_0p90to0p93,40.0,45.0,0.9566,0.0011,0.0011,0,0,0.9564,0.0011,0.0011,4,0,0.0002,0.001118,0.001118
preBpix,unseed,EE_R9_0p90to0p93,45.0,50.0,0.9604,0.0013,0.0014,0,0,0.9607,0.0013,0.0013,0,0,0.0003,0.001334,0.001432
preBpix,unseed,EE_R9_0p90to0p93,50.0,60.0,0.9622,0.0036,0.0044,0,4,0.9635,0.0021,0.0019,0,4,0.0013,0.003828,0.004588
preBpix,unseed,EE_R9_0p90to0p93,60.0,70.0,0.9685,0.0041,0.0045,0,0,0.9705,0.0035,0.0039,0,0,0.002,0.004562,0.004924
preBpix,unseed,EE_R9_0p90to0p93,70.0,90.0,0.9792,0.0061,0.0117,4,0,0.9753,0.0073,0.009,0,0,0.0039,0.00724,0.012333
preBpix,unseed,EE_R9_0p90to0p93,90.0,999999.0,0.9739,0.0049,0.005,0,0,0.9734,0.0041,0.0045,0,0,0.0005,0.004925,0.005025
preBpix,unseed,EE_R9gt0p93,0.0,21.0,0.7077,0.0095,0.0095,4,4,0.7257,0.0079,0.0079,4,0,0.018,0.020353,0.020353
preBpix,unseed,EE_R9gt0p93,21.0,25.0,0.8813,0.0024,0.006,4,4,0.9036,0.003,0.0034,4,0,0.0223,0.022429,0.023093
preBpix,unseed,EE_R9gt0p93,25.0,28.0,0.9523,0.0016,0.0016,4,0,0.9274,0.0023,0.0037,4,0,0.0249,0.024951,0.024951
preBpix,unseed,EE_R9gt0p93,28.0,31.0,0.9578,0.0023,0.0023,0,4,0.9461,0.0007,0.0007,4,4,0.0117,0.011924,0.011924
preBpix,unseed,EE_R9gt0p93,31.0,35.0,0.9748,0.0016,0.0017,0,0,0.9623,0.0005,0.0005,4,4,0.0125,0.012602,0.012615
preBpix,unseed,EE_R9gt0p93,35.0,40.0,0.9753,0.0003,0.0006,4,0,0.9749,0.0003,0.0003,4,0,0.0004,0.0005,0.000721
preBpix,unseed,EE_R9gt0p93,40.0,45.0,0.9826,0.0002,0.0004,4,0,0.9823,0.0003,0.0003,0,0,0.0003,0.000361,0.0005
preBpix,unseed,EE_R9gt0p93,45.0,50.0,0.9852,0.0009,0.0009,0,0,0.9851,0.0003,0.0003,0,0,0.0001,0.000906,0.000906
preBpix,unseed,EE_R9gt0p93,50.0,60.0,0.9878,0.0007,0.0014,0,4,0.9877,0.0005,0.0005,4,4,0.0001,0.000707,0.001404
preBpix,unseed,EE_R9gt0p93,60.0,70.0,0.9912,0.0012,0.0014,0,0,0.9914,0.0017,0.0023,0,4,0.0002,0.001217,0.001414
preBpix,unseed,EE_R9gt0p93,70.0,90.0,0.989,0.0009,0.001,0,0,0.993,0.0012,0.0038,0,0,0.004,0.0041,0.004123
preBpix,unseed,EE_R9gt0p93,90.0,999999.0,0.995,0.0007,0.003,0,0,0.9926,0.0008,0.0009,4,0,0.0024,0.0025,0.003842
